tokenID,name,description,file_name,external_url,attributes[Tier]
25,Robin Hood Rat,"With a bow and a quiver of toothpicks, Robin Hood Rat redistributes cheese to the needy",25.png,https://rats.casa/rat/25.png,Common
26,Zombie Rat,"With a taste for cheese brains, Zombie Rat shuffles through the shadows",26.png,https://rats.casa/rat/26.png,Common
27,Magician Rat,"With a top hat and a deck of tiny cards, Magician Rat is ready to amaze",27.png,https://rats.casa/rat/27.png,Common
28,Knight Rat,"With a foil and a shield, Knight Rat stands ready to defend the honor of the cheese",28.png,https://rats.casa/rat/28.png,Common
29,Pilot Rat,"With goggles and a leather cap, Pilot Rat is ready to fly high in the kitchen skies",29.png,https://rats.casa/rat/29.png,Common
30,Bard Rat,"With a lute and a song, Bard Rat entertains the masses with tales of daring cheese quests",30.png,https://rats.casa/rat/30.png,Common
31,Pharaoh Rat,"With an ornate headdress, Pharaoh Rat rules over the grains of the pantry",31.png,https://rats.casa/rat/31.png,Common
32,Samurai Rat,"With a bushido code and a sharp toothpick, Samurai Rat is a warrior of old",32.png,https://rats.casa/rat/32.png,Common
33,Disc Jockey Rat,"With headphones and a turntable, DJ Rat drops the cheesiest beats",33.png,https://rats.casa/rat/33.png,Common
34,Jester Rat,"With bells on his hat and a knack for jokes, Jester Rat is the life of the party",34.png,https://rats.casa/rat/34.png,Common
35,Mountaineer Rat,"With a rope and a pickaxe, Mountaineer Rat is climbing the highest kitchen counters",35.png,https://rats.casa/rat/35.png,Common
36,Judge Rat,"With a gavel and a serious demeanor, Judge Rat presides over the cases of the cupboard",36.png,https://rats.casa/rat/36.png,Common
37,Lumberjack Rat,"With a flannel shirt and an axe, Lumberjack Rat is the toughest in the forest of chair legs",37.png,https://rats.casa/rat/37.png,Common
38,Monk Rat,"With a robe and a peaceful aura, Monk Rat meditates on the meaning of cheese",38.png,https://rats.casa/rat/38.png,Common
39,Gardener Rat,"Cultivating tiny gardens of mold, Gardener Rat has the greenest paws in the cellar",39.png,https://rats.casa/rat/39.png,Common
40,Mechanic Rat,"Grease-stained and gear-savvy, Mechanic Rat can fix any clockwork cheese trap",40.png,https://rats.casa/rat/40.png,Common
41,Opera Singer Rat,"Hitting high notes in the moonlight, Opera Singer Rat's voice can make a cat weep",41.png,https://rats.casa/rat/41.png,Common
42,Archaeologist Rat,"Dusting off old pizza crusts, Archaeologist Rat uncovers the secrets of ancient snacks",42.png,https://rats.casa/rat/42.png,Common
43,Librarian Rat,"Keeper of the ancient texts on napkin scraps, Librarian Rat shushes louder than the rest",43.png,https://rats.casa/rat/43.png,Common
44,Skateboarder Rat,"Kickflipping over matchbox ramps, Skateboarder Rat is the rodent Tony Hawk",44.png,https://rats.casa/rat/44.png,Common
45,Florist Rat,"Arranging petals and leaves, Florist Rat brings beauty to the dank corners of the basement",45.png,https://rats.casa/rat/45.png,Common
46,Tailor Rat,"Sewing up stylish acorn caps, Tailor Rat has a flair for high fashion",46.png,https://rats.casa/rat/46.png,Common
47,Baker Rat,"Kneading dough balls the size of marbles, Baker Rat's bakery is the hottest spot under the stove",47.png,https://rats.casa/rat/47.png,Common
48,Diver Rat,"Exploring the depths of the sink, Diver Rat searches for the lost treasures of the drain",48.png,https://rats.casa/rat/48.png,Common
49,Circus Director Rat,"Orchestrating the acrobatic antics, Circus Director Rat is the visionary behind the big top spectaculars",49.png,https://rats.casa/rat/49.png,Common
50,Race Car Driver Rat,"Zooming around in a bottle cap car, Race Car Driver Rat has never lost a matchbox race",50.png,https://rats.casa/rat/50.png,Common
51,Yoga Instructor Rat,"Stretching into the most intricate poses, Yoga Instructor Rat finds zen on a leaf mat",51.png,https://rats.casa/rat/51.png,Common
52,Historian Rat,"Chronicling the great cheese discoveries, Historian Rat is a scholar of the crumbs",52.png,https://rats.casa/rat/52.png,Common
53,Astronomer Rat,"Gazing through a rolled-up paper telescope, Astronomer Rat charts the constellations of lightbulb stars",53.png,https://rats.casa/rat/53.png,Common
54,Politician Rat,"Campaigning for more cheese rights, Politician Rat has a platform that appeals to all rodents",54.png,https://rats.casa/rat/54.png,Common
55,Beekeeper Rat,"Tending to a hive of buzzy fruit flies, Beekeeper Rat harvests the sweetest drops of jam",55.png,https://rats.casa/rat/55.png,Common
56,Electrician Rat,"Navigating the wires behind the walls, Electrician Rat keeps the burrow bright",56.png,https://rats.casa/rat/56.png,Common
57,Marathon Runner Rat,"Training by scampering up and down the pipes, Marathon Runner Rat is the fittest in the pack",57.png,https://rats.casa/rat/57.png,Common
58,Chess Master Rat,"Outwitting opponents on a checkered battlefield, Chess Master Rat is a strategist at heart",58.png,https://rats.casa/rat/58.png,Common
59,Inventor Rat,"Dreaming up gadgets to scale fridges, Inventor Rat is the Edison of the rat world",59.png,https://rats.casa/rat/59.png,Common
60,Poet Rat,"Scribbling verses on scraps, Poet Rat captures the beauty of the shadows in rhyme",60.png,https://rats.casa/rat/60.png,Common
61,Magistrate Rat,"Upholding the laws of the landfills, Magistrate Rat is a just and fair leader",61.png,https://rats.casa/rat/61.png,Common
62,Paleontologist Rat,"Digging through the compost, Paleontologist Rat discovers fossils of forgotten fruit",62.png,https://rats.casa/rat/62.png,Common
63,Cartographer Rat,"Mapping the nooks and crannies of the kitchen, Cartographer Rat never gets lost",63.png,https://rats.casa/rat/63.png,Common
64,Alchemist Rat,"Mixing potions of puddle water and syrup, Alchemist Rat seeks to turn scraps into gold",64.png,https://rats.casa/rat/64.png,Common
65,Snowboarder Rat,"Carving down the slopes of frozen peas, Snowboarder Rat is cool as ice",65.png,https://rats.casa/rat/65.png,Common
66,Philosopher Rat,"Pondering the existential questions of cheese, Philosopher Rat is the Socrates of the sewers",66.png,https://rats.casa/rat/66.png,Common
67,Mime Rat,"Trapped in invisible boxes, Mime Rat entertains without ever making a squeak",67.png,https://rats.casa/rat/67.png,Common
68,Gemologist Rat,"Admiring the sparkle of sugar crystals, Gemologist Rat has an eye for shiny things",68.png,https://rats.casa/rat/68.png,Common
69,Biologist Rat,"Studying the life cycles of mold spores, Biologist Rat is fascinated by microcosms",69.png,https://rats.casa/rat/69.png,Common
70,Botanist Rat,"Discovering new species of kitchen herbs, Botanist Rat has a herb for every ailment",70.png,https://rats.casa/rat/70.png,Common
71,Boxer Rat,"Training on thimble punching bags, Boxer Rat is the lightweight champion of the wall voids",71.png,https://rats.casa/rat/71.png,Common
72,Brewer Rat,"Fermenting tiny vats of apple juice, Brewer Rat has the best brew in the burrow",72.png,https://rats.casa/rat/72.png,Common
73,Calligrapher Rat,"Crafting elegant letters with a bristle brush, Calligrapher Rat writes the finest invitations to cheese balls",73.png,https://rats.casa/rat/73.png,Common
74,Cameraman Rat,"Shooting films with a lentil lens, Cameraman Rat is the Scorsese of the skirting boards",74.png,https://rats.casa/rat/74.png,Common
75,Cyclist Rat,"Racing on a paper clip bike, Cyclist Rat is preparing for the Tour de Crumb",75.png,https://rats.casa/rat/75.png,Common
76,Geologist Rat,"Examining the mineral content of drywall, Geologist Rat can tell you the age of any foundation",76.png,https://rats.casa/rat/76.png,Common
77,Harpist Rat,"Plucking strings of spider silk, Harpist Rat fills the night with haunting melodies",77.png,https://rats.casa/rat/77.png,Common
78,Ice Skater Rat,"Gliding across butter dish rinks, Ice Skater Rat performs twirls worthy of a gold medal",78.png,https://rats.casa/rat/78.png,Common
79,Jeweler Rat,"Crafting exquisite rings from bottle ring seals, Jeweler Rat adorns the fanciest whiskers",79.png,https://rats.casa/rat/79.png,Common
80,Journalist Rat,"Reporting on the latest kitchen spills, Journalist Rat is always on the scent of a new story",80.png,https://rats.casa/rat/80.png,Common
81,Judge Rat,"Presiding over cheese disputes, Judge Rat rules the cracker box courtroom with an iron paw",81.png,https://rats.casa/rat/81.png,Common
82,Kite Surfer Rat,"Riding the drafts above the toaster, Kite Surfer Rat soars on bread tie kites",82.png,https://rats.casa/rat/82.png,Common
83,Linguist Rat,"Fluent in both human and insect tongues, Linguist Rat bridges the gap between species",83.png,https://rats.casa/rat/83.png,Common
84,Locksmith Rat,"Picking locks with a whisker, Locksmith Rat is the escape artist of the alleyways",84.png,https://rats.casa/rat/84.png,Common
85,Mathematician Rat,"Calculating the most efficient crumb collection routes, Mathematician Rat loves a good cheese equation",85.png,https://rats.casa/rat/85.png,Common
86,Novelist Rat,"Weaving tales of daring dumpster dives, Novelist Rat is a bestseller in the book nooks",86.png,https://rats.casa/rat/86.png,Common
87,Optometrist Rat,"Fitting the tiniest glasses, Optometrist Rat ensures every rodent sees the cheese clearly",87.png,https://rats.casa/rat/87.png,Common
88,Paleographer Rat,"Deciphering the oldest recipes, Paleographer Rat traces the origins of the first cheese",88.png,https://rats.casa/rat/88.png,Common
89,Parachutist Rat,"Leaping from bookshelves with a leaf chute, Parachutist Rat is the daredevil of the air",89.png,https://rats.casa/rat/89.png,Common
90,Philanthropist Rat,"Sharing stashes of seeds and nuts, Philanthropist Rat is the benefactor of the burrows",90.png,https://rats.casa/rat/90.png,Common
91,Photographer Rat,"Capturing moments with a button lens, Photographer Rat has an eye for candid shots",91.png,https://rats.casa/rat/91.png,Common
92,Playwright Rat,"Scripting dramas about forbidden cheese love, Playwright Rat's productions are the talk of the tunnels",92.png,https://rats.casa/rat/92.png,Common
93,Podcaster Rat,"Broadcasting chatter from a matchbox studio, Podcaster Rat has the most listened to squeaks",93.png,https://rats.casa/rat/93.png,Common
94,Potter Rat,"Molding acorn cap bowls, Potter Rat throws the finest pottery in the roots",94.png,https://rats.casa/rat/94.png,Common
95,Puppeteer Rat,"Staging plays with acorn dolls, Puppeteer Rat is a master of miniature theater",95.png,https://rats.casa/rat/95.png,Common
96,Ranger Rat,"Patrolling the park for picnic opportunities, Ranger Rat is the guardian of the green",96.png,https://rats.casa/rat/96.png,Common
97,Sculptor Rat,"Chiseling away at soap sculptures, Sculptor Rat's creations are sudsy wonders",97.png,https://rats.casa/rat/97.png,Common
98,Shaman Rat,"Conjuring cheese spirits with a whisker wand, Shaman Rat is the mystic of the mouseholes",98.png,https://rats.casa/rat/98.png,Common
99,Tightrope Walker Rat,"Balancing on shoelace high wires, Tightrope Walker Rat defies danger with every step",99.png,https://rats.casa/rat/99.png,Common
100,Translator Rat,"Bridging languages with a flick of the tail, Translator Rat ensures all rodents understand the cheese news",100.png,https://rats.casa/rat/100.png,Common
101,Urban Planner Rat,"Designing elaborate burrows with interconnected tunnels, Urban Planner Rat is the visionary of vermin infrastructure",101.png,https://rats.casa/rat/101.png,Common
102,Vintner Rat,"Aging the finest grape juice in bottle cap barrels, Vintner Rat is the sommelier of the sewers",102.png,https://rats.casa/rat/102.png,Common
103,Watchmaker Rat,"Tinkering with tiny gears and springs, Watchmaker Rat keeps time ticking for the nocturnal",103.png,https://rats.casa/rat/103.png,Common
104,Xylophonist Rat,"Playing melodies on pint-sized xylophones, Xylophonist Rat is a maestro of mallets",104.png,https://rats.casa/rat/104.png,Common
105,Yachtsman Rat,"Sailing the suds in a soap dish yacht, Yachtsman Rat is the admiral of the bathtub",105.png,https://rats.casa/rat/105.png,Common
106,Zoologist Rat,"Documenting the behaviors of house spiders, Zoologist Rat is an expert in domestic wildlife",106.png,https://rats.casa/rat/106.png,Common
107,Acrobat Rat,"Mastering the art of cartwheels on bottle rims, Acrobat Rat is a circus star in the making",107.png,https://rats.casa/rat/107.png,Common
108,Balladeer Rat,"Crooning moonlit melodies, Balladeer Rat is the serenader of the subway lines",108.png,https://rats.casa/rat/108.png,Common
109,Explorer Rat,"With a compass and a daring spirit, Explorer Rat charts unexplored territories beyond the pantry walls",109.png,https://rats.casa/rat/109.png,Common
110,Drummer Rat,"Keeping rhythm on tin can drums, Drummer Rat is the heartbeat of the alleyway band",110.png,https://rats.casa/rat/110.png,Common
111,Entomologist Rat,"Studying the bugs in the basement, Entomologist Rat is the bug buddy of the burrow",111.png,https://rats.casa/rat/111.png,Common
112,Feng Shui Expert Rat,"Arranging pebbles and leaves for optimal energy flow, Feng Shui Expert Rat harmonizes the habitat",112.png,https://rats.casa/rat/112.png,Common
113,Glassblower Rat,"Shaping miniature vases from bubbles, Glassblower Rat is the artisan of the airy sculptures",113.png,https://rats.casa/rat/113.png,Common
114,Herbalist Rat,"Mixing remedies from pantry spices, Herbalist Rat is the healer with a herb for every itch",114.png,https://rats.casa/rat/114.png,Common
115,Illusionist Rat,"Making cheese disappear and reappear, Illusionist Rat is the Houdini of rodents",115.png,https://rats.casa/rat/115.png,Common
116,Juggler Rat,"Tossing tiny tomatoes with ease, Juggler Rat is the entertainer with never a dropped snack",116.png,https://rats.casa/rat/116.png,Common
117,Kayaker Rat,"Paddling through puddles in a bottle cap, Kayaker Rat is the adventurer of the alley puddles",117.png,https://rats.casa/rat/117.png,Common
118,Wraith Rat,"Haunting the waste, Wraith Rat is the ruthless raider of the refuse",118.png,https://rats.casa/rat/118.png,Common
119,Caver Rat,"Delving into the darkest nooks, Caver Rat maps the mysterious under-sink caverns",119.png,https://rats.casa/rat/119.png,Common
120,Navigator Rat,"Guiding rodent travelers by the stars, Navigator Rat is the compass of the critters",120.png,https://rats.casa/rat/120.png,Common
121,Origamist Rat,"Folding paper scraps into art, Origamist Rat is the master of paper creases",121.png,https://rats.casa/rat/121.png,Common
122,Paleontologist Rat,"Excavating ancient kernels, Paleontologist Rat is the discoverer of prehistoric popcorn",122.png,https://rats.casa/rat/122.png,Common
123,Quilter Rat,"Stitching together leaf patches, Quilter Rat is the warm heart with the coziest covers",123.png,https://rats.casa/rat/123.png,Common
124,Rodeo Rat,"Riding dust bunnies like bulls, Rodeo Rat is the cowboy with the wildest rides",124.png,https://rats.casa/rat/124.png,Common
125,Stargazer Rat,"Dreaming beneath the skylight, Stargazer Rat is the astronomer with cheese constellations in mind",125.png,https://rats.casa/rat/125.png,Common
126,Slackliner Rat,"Mastering the tensioned line between milk cartons, Slackliner Rat is the balancer of the narrow thread",126.png,https://rats.casa/rat/126.png,Common
127,Upholsterer Rat,"Covering matchbox sofas with petal fabrics, Upholsterer Rat is the decorator with the softest touch",127.png,https://rats.casa/rat/127.png,Common
128,Ventriloquist Rat,"Throwing voice to converse with a nut puppet, Ventriloquist Rat is the performer with the most convincing squeak",128.png,https://rats.casa/rat/128.png,Common
129,Wrestler Rat,"Grappling in ring-bound paperclips, Wrestler Rat is the champion of the twist-tie ring",129.png,https://rats.casa/rat/129.png,Common
130,YoYo Expert Rat,"Flicking a spindle with ease, Yo-Yo Expert Rat is the trickster with the spinning string",130.png,https://rats.casa/rat/130.png,Common
131,Zitherist Rat,"Plucking heartstrings with leaf zithers, Zitherist Rat is the musician with melodies of the meadows",131.png,https://rats.casa/rat/131.png,Common
132,Pastry Chef Rat,"Whisking tiny confections, Pastry Chef Rat is the creator of micro macarons and petite pastries",132.png,https://rats.casa/rat/132.png,Common
133,Triathlete Rat,"Mastering running, swimming, and cycling through the apartment, Triathlete Rat is the multi-sport marvel",133.png,https://rats.casa/rat/133.png,Common
134,Dancer Rat,"Twirling through the dust, Dancer Rat is the ballerina with the most delicate of steps",134.png,https://rats.casa/rat/134.png,Common
135,Engineer Rat,"Building bridges from popsicle sticks, Engineer Rat is the architect of the most intricate passageways",135.png,https://rats.casa/rat/135.png,Common
136,Botanical Artist Rat,"Crafting delicate art from petals and stems, Botanical Artist Rat creates masterpieces from the garden's bounty",136.png,https://rats.casa/rat/136.png,Common
137,Gemcutter Rat,"Sculpting beauty from pebbles, Gemcutter Rat is the jeweler with an eye for sparkle",137.png,https://rats.casa/rat/137.png,Common
138,Harbormaster Rat,"Overseeing the bottle cap boats, Harbormaster Rat is the sentinel of the sudsy seas",138.png,https://rats.casa/rat/138.png,Common
139,Ice Sculptor Rat,"Carving chilly masterpieces, Ice Sculptor Rat is the artist with the coldest touch",139.png,https://rats.casa/rat/139.png,Common
140,Jockey Rat,"Galloping on the back of a mouse, Jockey Rat is the racer with the steadiest mount",140.png,https://rats.casa/rat/140.png,Common
141,Kinesiologist Rat,"Understanding the stretch and pull of every muscle, Kinesiologist Rat is the therapist with the healing paws",141.png,https://rats.casa/rat/141.png,Common
142,Meteorologist Rat,"Predicting the climate of corners and crevices, Meteorologist Rat is the forecaster with the most accurate whisker twitches",142.png,https://rats.casa/rat/142.png,Common
143,Numismatist Rat,"Collecting the shiniest of discards, Numismatist Rat is the curator of the coin-less treasures",143.png,https://rats.casa/rat/143.png,Common
144,Oboist Rat,"Serenading the night with reed songs, Oboist Rat is the musician with the windiest whims",144.png,https://rats.casa/rat/144.png,Common
145,Pathfinder Rat,"Discovering routes through the unseen, Pathfinder Rat is the explorer with the map in mind",145.png,https://rats.casa/rat/145.png,Common
146,Quarterback Rat,"Calling plays in the matchbox stadium, Quarterback Rat is the athlete with the best game plan",146.png,https://rats.casa/rat/146.png,Common
147,Ringmaster Rat,"Conducting the circus with a flourish, Ringmaster Rat is the showman with the grandest gestures",147.png,https://rats.casa/rat/147.png,Common
148,Skydiver Rat,"Leaping from the loftiest of ledges, Skydiver Rat is the free spirit with the bravest heart",148.png,https://rats.casa/rat/148.png,Common
149,Tailor Rat,"Measuring twice and cutting once, Tailor Rat fashions the sharpest outfits from old sock scraps",149.png,https://rats.casa/rat/149.png,Common
150,Umpire Rat,"Calling the shots in the bottlecap baseball league, Umpire Rat upholds the rules of the game",150.png,https://rats.casa/rat/150.png,Common
151,Violinist Rat,"Drawing a bow across cheese wire strings, Violinist Rat fills the alley with concertos",151.png,https://rats.casa/rat/151.png,Common
152,Windsurfer Rat,"Catching the draft above the air vent, Windsurfer Rat is the surfer of the urban seas",152.png,https://rats.casa/rat/152.png,Common
153,Xenobiologist Rat,"Studying the alien-like insects, Xenobiologist Rat unravels the mysteries of other small beings",153.png,https://rats.casa/rat/153.png,Common
154,Yogi Rat,"Mastering poses that boggle the mind, Yogi Rat is the guru of rodent relaxation",154.png,https://rats.casa/rat/154.png,Common
155,Zookeeper Rat,"Caring for a menagerie of dust bunnies, Zookeeper Rat is the caretaker of the smallest zoo",155.png,https://rats.casa/rat/155.png,Common
156,Architect Rat,"Drafting blueprints for cheese fortresses, Architect Rat is the builder of dreams",156.png,https://rats.casa/rat/156.png,Common
157,Blacksmith Rat,"Forging tiny tools from tin foil, Blacksmith Rat is the smithy of the under-couch realm",157.png,https://rats.casa/rat/157.png,Common
158,Composer Rat,"Writing symphonies for the squeaks and scratches of the night, Composer Rat is the maestro of the unseen",158.png,https://rats.casa/rat/158.png,Common
159,Crime Novelist Rat,"Weaving intricate mysteries, Crime Novelist Rat is the Agatha Christie of the rodent world",159.png,https://rats.casa/rat/159.png,Common
160,Explorer Rat,"Venturing into uncharted territory behind the fridge, Explorer Rat is the adventurer of the unknown",160.png,https://rats.casa/rat/160.png,Common
161,Firefighter Rat,"Dousing flames with a droplet bucket brigade, Firefighter Rat is the hero of the hearth",161.png,https://rats.casa/rat/161.png,Common
162,Golfer Rat,"Swinging toothpick clubs at pea balls, Golfer Rat is the champion of the crumb course",162.png,https://rats.casa/rat/162.png,Common
163,Horticulturist Rat,"Nurturing sprouts in bottle gardens, Horticulturist Rat is the green thumb of the garbage",163.png,https://rats.casa/rat/163.png,Common
164,Illustrator Rat,"Sketching portraits on postage stamps, Illustrator Rat is the artist with an eye for detail",164.png,https://rats.casa/rat/164.png,Common
165,Jester Rat,"Keeping the rat king amused with antics, Jester Rat is the clown prince of the pipes",165.png,https://rats.casa/rat/165.png,Common
166,Kite Maker Rat,"Crafting kites from leaves and twigs, Kite Maker Rat is the creator of high-flying art",166.png,https://rats.casa/rat/166.png,Common
167,Lawyer Rat,"Arguing cases in the court of crumbs, Lawyer Rat is the defender of the downtrodden",167.png,https://rats.casa/rat/167.png,Common
168,Voodoo Boy Rat,"Dealing in digital voodoo and secrets, Voodoo Boy Rat is the mystical master of the modem",168.png,https://rats.casa/rat/168.png,Common
169,Tyger Claw Rat,"Marked with tiny tattoos, Tyger Claw Rat is the silent assassin of the sewer syndicate",169.png,https://rats.casa/rat/169.png,Common
170,Ornithologist Rat,"Observing the sparrows and pigeons, Ornithologist Rat is the birdwatcher extraordinaire",170.png,https://rats.casa/rat/170.png,Common
171,Ethicist Rat,"Debating the morals of cheese sharing, Ethicist Rat is the conscience of the community",171.png,https://rats.casa/rat/171.png,Common
172,Quartermaster Rat,"Stocking pantries for long sieges, Quartermaster Rat is the keeper of the grains",172.png,https://rats.casa/rat/172.png,Common
173,Racer Rat,"Speeding through sewer circuits, Racer Rat is the speedster of the subterranean",173.png,https://rats.casa/rat/173.png,Common
174,Sailor Rat,"Navigating puddles in paper boat regattas, Sailor Rat is the admiral of the asphalt seas",174.png,https://rats.casa/rat/174.png,Common
175,Teacher Rat,"Educating young rodents in the ways of the world, Teacher Rat is the mentor of the masses",175.png,https://rats.casa/rat/175.png,Common
176,Undercover Rat,"Infiltrating kitchens with stealth, Undercover Rat is the agent of espionage",176.png,https://rats.casa/rat/176.png,Common
177,Virologist Rat,"Studying strains of cheese mold, Virologist Rat is the scientist of spores",177.png,https://rats.casa/rat/177.png,Common
178,Watchman Rat,"Keeping an eye on the comings and goings, Watchman Rat is the guardian of the night",178.png,https://rats.casa/rat/178.png,Common
179,Xylographer Rat,"Carving images into wood chips, Xylographer Rat is the printmaker of the pantry",179.png,https://rats.casa/rat/179.png,Common
180,Yoga Master Rat,"Bending into poses that spell 'cheese', Yoga Master Rat is the sage of stretch",180.png,https://rats.casa/rat/180.png,Common
181,Zamboni Driver Rat,"Smoothing over ice cube rinks, Zamboni Driver Rat is the caretaker of the cool",181.png,https://rats.casa/rat/181.png,Common
182,Auctioneer Rat,"Chattering off bids for bread crumbs, Auctioneer Rat is the dealer of the deal",182.png,https://rats.casa/rat/182.png,Common
183,Barista Rat,"Brewing the finest grounds found in filters, Barista Rat is the coffee connoisseur",183.png,https://rats.casa/rat/183.png,Common
184,Curator Rat,"Organizing exhibits of found objects, Curator Rat is the historian of the hallways",184.png,https://rats.casa/rat/184.png,Common
185,Dietitian Rat,"Balancing meals with an array of seeds and nuts, Dietitian Rat is the health guru",185.png,https://rats.casa/rat/185.png,Common
186,Ecologist Rat,"Monitoring the ecosystems of wall crevices, Ecologist Rat is the protector of the petite",186.png,https://rats.casa/rat/186.png,Common
187,Falconer Rat,"Training flies to perform, Falconer Rat is the master of the winged performers",187.png,https://rats.casa/rat/187.png,Common
188,Geneticist Rat,"Unraveling the DNA of the urban rodentia, Geneticist Rat is the blueprint reader",188.png,https://rats.casa/rat/188.png,Common
189,Hydrologist Rat,"Charting the flow of leaks and drips, Hydrologist Rat is the water wizard",189.png,https://rats.casa/rat/189.png,Common
190,Immunologist Rat,"Ensuring a healthy colony with tiny vaccines, Immunologist Rat is the doctor of defense",190.png,https://rats.casa/rat/190.png,Common
191,Gemstone Rat,"With an eye for dazzling quartz, Gemstone Rat fashions glistening baubles from rock candy crystals",191.png,https://rats.casa/rat/191.png,Common
192,Aldecaldo Rat,"Building a community in the discarded, Aldecaldo Rat is the founder of the forgotten",192.png,https://rats.casa/rat/192.png,Common
193,Lapidarist Rat,"Polishing stones to a fine sheen, Lapidarist Rat is the gem genius",193.png,https://rats.casa/rat/193.png,Common
194,Meteorite Hunter Rat,"Scouring the ground for celestial crumbs, Meteorite Hunter Rat is the seeker of the skies",194.png,https://rats.casa/rat/194.png,Common
195,Nutritionist Rat,"Crafting diet plans for optimal cheese digestion, Nutritionist Rat is the health optimizer",195.png,https://rats.casa/rat/195.png,Common
196,Osteologist Rat,"Piecing together the skeletons of fallen snacks, Osteologist Rat is the bone builder",196.png,https://rats.casa/rat/196.png,Common
197,Paleobotanist Rat,"Digging up the history of ancient grains, Paleobotanist Rat is the plant past reader",197.png,https://rats.casa/rat/197.png,Common
198,Quintain Jousting Rat,"Tilting at toothpick lances, Quintain Jousting Rat is the knight of the nibble",198.png,https://rats.casa/rat/198.png,Common
199,Radiologist Rat,"Scanning through layers of linoleum for lost loot, Radiologist Rat is the seeker of the unseen",199.png,https://rats.casa/rat/199.png,Common
200,Seamstress Rat,"Weaving wonders with wool and water, Seamress Rat is the couturier of the corners",200.png,https://rats.casa/rat/200.png,Common
201,Tobogganist Rat,"Sliding down slopes of silverware, Tobogganist Rat is the slider of the silver slope",201.png,https://rats.casa/rat/201.png,Common
202,Unicyclist Rat,"Balancing on a single spool, Unicyclist Rat is the wheel wizard of the walkways",202.png,https://rats.casa/rat/202.png,Common
203,Vaudevillian Rat,"Mastering the arts of old-time entertainment, Vaudevillian Rat is the star of the storeroom stage",203.png,https://rats.casa/rat/203.png,Common
204,Sumo Rat,"In a ring of cracker crumbs, Sumo Rat is the hefty champion of the snack-sized dohyō",204.png,https://rats.casa/rat/204.png,Rare
